summary_type,stratum,publisher,linked_ticker_count,industry_bucket,article_type,ticker_count_bucket,article_count,share_within_group
publisher_counts,banks_finance__firm_event,ChartMill,,,,,8,0.0028178936245156746
publisher_counts,banks_finance__macro_policy,Yahoo,,,,,700,0.7391763463569165
publisher_counts,banks_finance__macro_policy,CNBC,,,,,98,0.10348468848996832
publisher_counts,banks_finance__macro_policy,Benzinga,,,,,45,0.04751847940865892
publisher_counts,banks_finance__macro_policy,SeekingAlpha,,,,,43,0.0454065469904963
publisher_counts,banks_finance__macro_policy,Finnhub,,,,,42,0.044350580781414996
publisher_counts,banks_finance__macro_policy,MarketWatch,,,,,14,0.014783526927138331
publisher_counts,banks_finance__macro_policy,DowJones,,,,,5,0.005279831045406547
publisher_counts,banks_finance__market_roundup_or_advice,Yahoo,,,,,1055,0.8591205211726385
publisher_counts,banks_finance__market_roundup_or_advice,SeekingAlpha,,,,,64,0.05211726384364821
publisher_counts,banks_finance__market_roundup_or_advice,Benzinga,,,,,48,0.03908794788273615
publisher_counts,banks_finance__market_roundup_or_advice,CNBC,,,,,37,0.03013029315960912
publisher_counts,banks_finance__market_roundup_or_advice,MarketWatch,,,,,13,0.010586319218241042
publisher_counts,banks_finance__market_roundup_or_advice,DowJones,,,,,5,0.004071661237785016
publisher_counts,banks_finance__market_roundup_or_advice,ChartMill,,,,,4,0.003257328990228013
publisher_counts,banks_finance__market_roundup_or_advice,Finnhub,,,,,2,0.0016286644951140066
publisher_counts,banks_finance__other_unclear,Yahoo,,,,,228,0.5480769230769231
publisher_counts,banks_finance__other_unclear,MarketWatch,,,,,69,0.1658653846153846
publisher_counts,banks_finance__other_unclear,CNBC,,,,,56,0.1346153846153846
publisher_counts,banks_finance__other_unclear,Benzinga,,,,,30,0.07211538461538461
publisher_counts,banks_finance__other_unclear,SeekingAlpha,,,,,30,0.07211538461538461
publisher_counts,banks_finance__other_unclear,DowJones,,,,,2,0.004807692307692308
publisher_counts,banks_finance__other_unclear,Finnhub,,,,,1,0.002403846153846154
publisher_counts,big_tech_cloud__analyst_or_earnings,Yahoo,,,,,1044,0.8124513618677043
publisher_counts,big_tech_cloud__analyst_or_earnings,SeekingAlpha,,,,,118,0.09182879377431907
publisher_counts,big_tech_cloud__analyst_or_earnings,Benzinga,,,,,62,0.04824902723735409
publisher_counts,big_tech_cloud__analyst_or_earnings,CNBC,,,,,26,0.020233463035019456
publisher_counts,big_tech_cloud__analyst_or_earnings,Finnhub,,,,,20,0.01556420233463035
publisher_counts,big_tech_cloud__analyst_or_earnings,DowJones,,,,,6,0.004669260700389105
publisher_counts,big_tech_cloud__analyst_or_earnings,MarketWatch,,,,,6,0.004669260700389105
publisher_counts,big_tech_cloud__analyst_or_earnings,ChartMill,,,,,3,0.0023346303501945525
publisher_counts,big_tech_cloud__firm_event,Yahoo,,,,,3369,0.8067528735632183
publisher_counts,big_tech_cloud__firm_event,Benzinga,,,,,343,0.0821360153256705
publisher_counts,big_tech_cloud__firm_event,CNBC,,,,,155,0.037116858237547894
publisher_counts,big_tech_cloud__firm_event,SeekingAlpha,,,,,142,0.034003831417624523
publisher_counts,big_tech_cloud__firm_event,Finnhub,,,,,71,0.017001915708812262
publisher_counts,big_tech_cloud__firm_event,MarketWatch,,,,,53,0.012691570881226053
publisher_counts,big_tech_cloud__firm_event,DowJones,,,,,39,0.009339080459770116
publisher_counts,big_tech_cloud__firm_event,ChartMill,,,,,4,0.0009578544061302681
publisher_counts,big_tech_cloud__macro_policy,Yahoo,,,,,331,0.8275
publisher_counts,big_tech_cloud__macro_policy,Benzinga,,,,,23,0.0575
publisher_counts,big_tech_cloud__macro_policy,SeekingAlpha,,,,,20,0.05
publisher_counts,big_tech_cloud__macro_policy,CNBC,,,,,15,0.0375
publisher_counts,big_tech_cloud__macro_policy,DowJones,,,,,5,0.0125
publisher_counts,big_tech_cloud__macro_policy,Finnhub,,,,,4,0.01
publisher_counts,big_tech_cloud__macro_policy,MarketWatch,,,,,2,0.005
publisher_counts,big_tech_cloud__market_roundup_or_advice,Yahoo,,,,,691,0.8044237485448196
publisher_counts,big_tech_cloud__market_roundup_or_advice,SeekingAlpha,,,,,84,0.09778812572759023
publisher_counts,big_tech_cloud__market_roundup_or_advice,Benzinga,,,,,43,0.050058207217694994
publisher_counts,big_tech_cloud__market_roundup_or_advice,CNBC,,,,,13,0.015133876600698487
publisher_counts,big_tech_cloud__market_roundup_or_advice,MarketWatch,,,,,12,0.013969732246798603
publisher_counts,big_tech_cloud__market_roundup_or_advice,Finnhub,,,,,8,0.009313154831199068
publisher_counts,big_tech_cloud__market_roundup_or_advice,DowJones,,,,,7,0.008149010477299184
publisher_counts,big_tech_cloud__market_roundup_or_advice,ChartMill,,,,,1,0.0011641443538998836
publisher_counts,other_unclear__market_roundup_or_advice,Yahoo,,,,,261,0.6624365482233503
publisher_counts,other_unclear__market_roundup_or_advice,SeekingAlpha,,,,,67,0.1700507614213198
publisher_counts,other_unclear__market_roundup_or_advice,Benzinga,,,,,31,0.07868020304568528
publisher_counts,other_unclear__market_roundup_or_advice,CNBC,,,,,18,0.04568527918781726
publisher_counts,other_unclear__market_roundup_or_advice,ChartMill,,,,,10,0.025380710659898477
publisher_counts,other_unclear__market_roundup_or_advice,MarketWatch,,,,,4,0.01015228426395939
publisher_counts,other_unclear__market_roundup_or_advice,DowJones,,,,,3,0.007614213197969543
publisher_counts,other_unclear__other_unclear,Yahoo,,,,,1380,0.6534090909090909
publisher_counts,other_unclear__other_unclear,SeekingAlpha,,,,,204,0.09659090909090909
publisher_counts,other_unclear__other_unclear,CNBC,,,,,173,0.08191287878787878
publisher_counts,other_unclear__other_unclear,Benzinga,,,,,172,0.08143939393939394
publisher_counts,other_unclear__other_unclear,MarketWatch,,,,,105,0.04971590909090909
publisher_counts,other_unclear__other_unclear,ChartMill,,,,,71,0.03361742424242424
publisher_counts,other_unclear__other_unclear,DowJones,,,,,7,0.0033143939393939395
publisher_counts,semiconductors_ai__analyst_or_earnings,Yahoo,,,,,1957,0.7614785992217898
publisher_counts,semiconductors_ai__analyst_or_earnings,SeekingAlpha,,,,,293,0.11400778210116731
publisher_counts,semiconductors_ai__analyst_or_earnings,Benzinga,,,,,192,0.07470817120622568
publisher_counts,semiconductors_ai__analyst_or_earnings,CNBC,,,,,64,0.024902723735408562
publisher_counts,semiconductors_ai__analyst_or_earnings,MarketWatch,,,,,34,0.013229571984435798
publisher_counts,semiconductors_ai__analyst_or_earnings,ChartMill,,,,,13,0.005058365758754864
publisher_counts,semiconductors_ai__analyst_or_earnings,DowJones,,,,,9,0.003501945525291829
publisher_counts,semiconductors_ai__analyst_or_earnings,Finnhub,,,,,8,0.0031128404669260703
publisher_counts,semiconductors_ai__firm_event,Yahoo,,,,,3902,0.7615144418423107
publisher_counts,semiconductors_ai__firm_event,Benzinga,,,,,409,0.07982045277127245
publisher_counts,semiconductors_ai__firm_event,SeekingAlpha,,,,,334,0.06518345042935207
publisher_counts,semiconductors_ai__firm_event,CNBC,,,,,239,0.0466432474629196
publisher_counts,semiconductors_ai__firm_event,MarketWatch,,,,,123,0.024004683840749413
publisher_counts,semiconductors_ai__firm_event,ChartMill,,,,,51,0.009953161592505855
publisher_counts,semiconductors_ai__firm_event,DowJones,,,,,35,0.006830601092896175
publisher_counts,semiconductors_ai__firm_event,Finnhub,,,,,31,0.006049960967993755
publisher_counts,semiconductors_ai__macro_policy,Yahoo,,,,,529,0.7848664688427299
publisher_counts,semiconductors_ai__macro_policy,SeekingAlpha,,,,,46,0.06824925816023739
publisher_counts,semiconductors_ai__macro_policy,Benzinga,,,,,44,0.06528189910979229
publisher_counts,semiconductors_ai__macro_policy,CNBC,,,,,38,0.05637982195845697
publisher_counts,semiconductors_ai__macro_policy,ChartMill,,,,,9,0.013353115727002967
publisher_counts,semiconductors_ai__macro_policy,MarketWatch,,,,,7,0.010385756676557863
publisher_counts,semiconductors_ai__macro_policy,DowJones,,,,,1,0.001483679525222552
publisher_counts,semiconductors_ai__market_roundup_or_advice,Yahoo,,,,,1396,0.8139941690962099
publisher_counts,semiconductors_ai__market_roundup_or_advice,SeekingAlpha,,,,,149,0.08688046647230321
publisher_counts,semiconductors_ai__market_roundup_or_advice,Benzinga,,,,,102,0.05947521865889213
publisher_counts,semiconductors_ai__market_roundup_or_advice,CNBC,,,,,32,0.018658892128279883
publisher_counts,semiconductors_ai__market_roundup_or_advice,DowJones,,,,,17,0.009912536443148687
publisher_counts,semiconductors_ai__market_roundup_or_advice,MarketWatch,,,,,17,0.009912536443148687
publisher_counts,semiconductors_ai__market_roundup_or_advice,ChartMill,,,,,2,0.0011661807580174927
stratum_counts,airlines_travel__analyst_or_earnings,,,,,,1469,1.0
stratum_counts,airlines_travel__firm_event,,,,,,1586,1.0
stratum_counts,airlines_travel__macro_policy,,,,,,542,1.0
stratum_counts,airlines_travel__market_roundup_or_advice,,,,,,404,1.0
stratum_counts,airlines_travel__other_unclear,,,,,,508,1.0
stratum_counts,autos_ev__analyst_or_earnings,,,,,,1330,1.0
stratum_counts,autos_ev__firm_event,,,,,,3630,1.0
stratum_counts,autos_ev__macro_policy,,,,,,736,1.0
stratum_counts,autos_ev__market_roundup_or_advice,,,,,,626,1.0
stratum_counts,autos_ev__other_unclear,,,,,,527,1.0
stratum_counts,banks_finance__analyst_or_earnings,,,,,,2034,1.0
stratum_counts,banks_finance__firm_event,,,,,,2839,1.0
stratum_counts,banks_finance__macro_policy,,,,,,947,1.0
stratum_counts,banks_finance__market_roundup_or_advice,,,,,,1228,1.0
stratum_counts,banks_finance__other_unclear,,,,,,416,1.0
stratum_counts,big_tech_cloud__analyst_or_earnings,,,,,,1285,1.0
stratum_counts,big_tech_cloud__firm_event,,,,,,4176,1.0
stratum_counts,big_tech_cloud__macro_policy,,,,,,400,1.0
stratum_counts,big_tech_cloud__market_roundup_or_advice,,,,,,859,1.0
stratum_counts,other_unclear__market_roundup_or_advice,,,,,,394,1.0
stratum_counts,other_unclear__other_unclear,,,,,,2112,1.0
stratum_counts,semiconductors_ai__analyst_or_earnings,,,,,,2570,1.0
stratum_counts,semiconductors_ai__firm_event,,,,,,5124,1.0
stratum_counts,semiconductors_ai__macro_policy,,,,,,674,1.0
stratum_counts,semiconductors_ai__market_roundup_or_advice,,,,,,1715,1.0
